Name,MCap,EPS,Price
"Samsung Electronics Co., Ltd.",288048654158.206,5.559483035459529,48.25111329359995
Toyota Motor Corp.,230956210964.911,6.744302160582782,70.78038261868011
Nippon Telegraph and Telephone Corporation,98678488852.3866,5.11808557120777,25.29705922734001
"NTT DoCoMo, Inc.",92970886485.3126,1.9028568884878638,27.875395695559998
SoftBank Group Corp.,91197476286.7311,2.124622948028627,43.63903289271999
Sony Group Corporation,86424512367.1132,0.9253976418409542,67.90842776261998
Keyence Corporation,85893139026.7662,17.111617818293436,353.1678671238002
"Mitsubishi UFJ Financial Group, Inc.",74393003369.1,0.7445302747791998,5.442950864584
KDDI Corporation,70303530949.2029,2.3736425837485275,29.848144238859984
"Recruit Holdings Co., Ltd.",63786210604.4575,0.9554518603102055,37.61068036738002
"FAST RETAILING CO., LTD.",63263638479.8737,14.878051997396668,596.4123503000001
Takeda Pharmaceutical Co. Ltd.,62657963253.949,0.7858387667718878,39.74858925384002
SK hynix Inc.,59237340574.331,19.27153477744169,81.36970897720003
"Nintendo Co., Ltd.",53121860162.1551,15.128684524798844,403.4500160414
"Chugai Pharmaceutical Co., Ltd.",51765231553.6843,1.5513596916397243,92.4897921696
"Honda Motor Co., Ltd.",51508158961.1358,3.1746334540203036,28.435105747380003
"Sumitomo Mitsui Financial Group, Inc.",50877338559.2704,4.993169169873042,37.05097031555999
"Oriental Land Co., Ltd.",49655545080.3993,2.527895453403428,136.53255034559996
"Daiichi Sankyo Company, Limited",47022379107.2037,1.3251326879325067,66.32105335335996
Shin-Etsu Chemical Co Ltd,46106833815.6858,6.729423213939319,110.65742991719993
Japan Tobacco Inc.,44639170526.3,1.8930259392750557,22.31958526315
"JAPAN POST HOLDINGS Co., Ltd.",42363628020.54,1.3191493048983798,9.41413956012
Mitsubishi Corporation,42310619513.8669,3.4156530163359253,26.60916639800003
"Murata Manufacturing Co., Ltd.",41831840523.1989,6.293331962866866,61.898426386520036
Central Japan Railway Company,41583704177.84,20.622363810723236,201.86264164
"DAIKIN INDUSTRIES, LTD.",41552607080.0755,6.817981731162988,141.76262787900006
"Hitachi,Ltd.",41057388506.8968,2.2014793135805006,42.446208192120004
Nidec Corporation,41048072863.46,3.4396719730721443,137.67949717310006
Kao Corp.,39914208375.731,2.979271110586222,82.8095609455
"Tokio Marine Holdings, Inc.",39863192180.8438,4.298481451406976,56.14534109978001
"Mizuho Financial Group, Inc.",39212346398.4222,0.1534860760594814,1.544249208545998
Fanuc Corporation,38059983734.7982,6.522406587806243,186.5394320245999
Itochu Corporation,36857388151.9671,3.012925145543839,23.255493874389995
Canon Inc.,36548924944.1983,2.147872991611691,27.402853602629968
HOYA CORPORATION,36278113950.0355,2.967348855230451,95.88475477900005
Tokyo Electron Ltd.,36268028128.1338,13.947648510714881,219.52562278350013
DENSO CORPORATION,35903423650.4677,3.098939725528531,45.565903562920006
East Japan Railway Company,34185049310.0297,7.323718080181979,90.45281460396014
"Seven & I Holdings Co., Ltd.",32558859088.5034,2.9985398723416665,36.72982520385996
Astellas Pharma Inc.,32409041033.7311,1.239788053353119,17.158324539399977
"Mitsui & Co.,Ltd",31116803477.2374,2.2741270265656675,17.855668210519973
SMC Corporation,31086893278.5874,17.95225928268208,461.4396476397995
Mitsubishi Electric Corp.,29523165544.557,0.9727657567172858,13.749598568069981
"Shiseido Company,Limited",28561728677.136,1.5663237600889228,71.40432169284
Bridgestone Corporation,28439264425.1795,3.322324420661281,37.34458870339996
Terumo Corporation,27074728084.4523,0.9238387208885905,35.64710739869998
"Mitsubishi Estate Company, Limited",26672098200.5392,0.9470928843046625,19.17236316849003
NAVER Corp.,26579357646.75,2.9041247750418004,161.2694019580001
Kyocera Corporation,25975648952.5049,1.988529283768254,68.63329815760008
"Otsuka Holdings Co., Ltd.",24993451554.7364,1.0722890856118468,44.80433086945994
"SAMSUNG BIOLOGICS Co., Ltd.",24773613198.8129,-0.3722287411959864,374.4217214359994
FUJIFILM Holdings Corp,24696003852.7708,2.99864711645783,47.98825526260003
"Nissan Motor Co., Ltd.",24634554136.7572,0.8717702435772442,5.836583015781991
"Mitsui Fudosan Co., Ltd.",24008410390.3947,1.6864537045719734,24.51713538463997
Komatsu Ltd.,23577185939.3404,2.5145686286115474,24.241868146039973
Panasonic Holdings Corporation,23174750133.5114,0.7178532550068849,9.44625407129
"Eisai Co., Ltd.",22324452976.1378,2.1866478230089825,75.27641418247988
Hyundai Motor Company,22263838920.3266,5.627868166641323,104.19819268599981
"Asahi Group Holdings,Ltd.",22110458780.6147,3.148641501000259,45.721888331459894
ORIX Corporation,22011316701.4334,2.4588344633616375,16.616965636819973
Olympus Corp.,21245817061.146,0.1429959168636739,15.497545533179968
"Hyundai Mobis Co., Ltd",21097767867.3317,17.444512966033578,221.36711475199948
"Celltrion, Inc.",21090932449.462,1.8018367675380351,156.51346785200033
Unicharm Corporation,21077092996.3731,0.9897210991949426,33.94962609399997
"Secom Co., Ltd.",20928709623.4377,4.205871101362438,89.7095930597399
"Daiwa House Industry Co., Ltd.",20723471256.6981,3.3717136944126174,31.105197961800048
Suzuki Motor Corp.,20578122149.946,5.011740973331513,41.90484928954005
"M3, Inc.",20576468751.772,0.24895994860699827,30.325274119100033
Z Holdings Corporation,20398610496.0557,0.1338194246862122,4.22993989982
"Kirin Holdings Company, Limited",20043675734.4052,1.5600701563822366,21.9296233418
"Dai-ichi Life Holdings,Inc.",19974966366.1462,2.453414745051994,16.66743129722999
"Shionogi & Co., Ltd.",19669605711.9397,4.341752938307132,62.09111345353987
